carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,69100,kilometer,S 320,,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Bentley,2012,29000,kilometer,CONTINENTAL,Continental FlyingSpur6.0,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2000,42500,kilometer,911, GT3,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Rolls-Royce,2002,42000,kilometer,CORNICHE,Corniche,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Aston Martin,2004,29000,kilometer,DB7, Vantage Volante,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,29800,kilometer,SL 500,,true,car,null,10,null
null,Blue,null,CHF,null,Zuzwil,CH,Renault,2008,147900,kilometer,CLIO,Clio 2.0 16V Sport,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,160,kilometer,SLK 200, Kompressor,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2005,33600,kilometer,M5,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,137000,kilometer,CL 600,,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Land Rover,1998,55800,kilometer,DISCOVERY,Discovery 3.9,true,car,null,7,null
null,Blue,null,CHF,null,Sursee,CH,Chevrolet,1969,10000,kilometer,CAMARO,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Fiat,2006,28800,kilometer,STILO,Stilo 1.8 16V Swiss,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,56100,kilometer,E 320, Elégance,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2002,23900,kilometer,M3,,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Chevrolet,2008,33000,kilometer,CORVETTE,Corvette 6.2,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Maserati,2002,53000,kilometer,COUPÉ GT,Coupé GT,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1996,69800,kilometer,328,i Coupé,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Chrysler,2000,66900,kilometer,VIPER,Viper GTS,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2000,127800,kilometer,911, Turbo,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Ford,1986,1000,kilometer,null,RS200 EVO Gruppe B,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2003,26700,kilometer,A8, 4.2 quattro,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2005,14700,kilometer,X5, 4.4i,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,46900,kilometer,RS6, Avant quattro,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,100,kilometer,E 320, CDI Avantgarde,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,33000,kilometer,SL 500,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2010,35500,kilometer,PANAMERA,Panamera 4S 4.8,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Jaguar,1997,161400,kilometer,XJ, 4.0 Sovereign,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2012,19000,kilometer,M5,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1999,86300,kilometer,328,i,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2001,124800,kilometer,330,xi,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2000,41900,kilometer,X5, 4.4i,true,car,null,11,null
null,Blue,null,CHF,null,Zuzwil,CH,Maserati,2003,49300,kilometer,SPYDER GT,Spyder GT,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2006,12000,kilometer,CARRERA GT,Carrera GT,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,144100,kilometer,RS6, Avant quattro,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Nissan,1992,98000,kilometer,SUNNY,Sunny 2.0 16V GTI-R,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,1999,53600,kilometer,F355, Berlinetta,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,1995,127850,kilometer,911, Turbo,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2001,26300,kilometer,911, Turbo,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,126000,kilometer,E 230, Elégance,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,19200,kilometer,SL 500,,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,2000,62300,kilometer,M5,,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,48200,kilometer,SL 55 AMG,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1984,172800,kilometer,R5, Alpine Turbo,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1974,578,kilometer,2002, Turbo,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,25300,kilometer,CLS 350, CGI,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2009,118800,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2004,42200,kilometer,612,,true,car,null,10,null
