MakeText,BodyColorText,ModelTypeText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,ModelText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
Toyota,Red,1000 / Publica,Limousine,993,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,47,502.0,mehrfarbig,78000,null,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,1000 / Publica,TOYOTA 1000 / Publica
Jaguar,Red,R S/C Convertible,Cabriolet,3996,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,363,504.0,mehrfarbig,77600,XK,"""""""Ab MFK""""""",4,Automat,XKR S/C Convertible,JAGUAR XKR S/C Convertible
Audi,Red, Avant 2.8 q.Ambition,Kombi,2771,Zuzwil,null,Occasion,null,10.4 l/100km,5,Allrad,4,1998,Benzin,193,505.0,schwarz,196300,A4,"""""""Ab MFK""""""",5,Automatik-Getriebe,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition
Mercedes-Benz,Red, Avantgarde,Limousine,4973,Zuzwil,null,Occasion,null,13.5 l/100km,4,Hinterradantrieb,11,1996,Benzin,347,506.0,schwarz,33700,E 50 AMG,"""""""Ab MFK""""""",5,Automat,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde
Audi,Red, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,508.0,grau,71900,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Mercedes-Benz,Black, Avantgarde,Cabriolet,5439,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,367,510.0,mehrfarbig,92300,CLK 55 AMG,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",4,Automat,CLK 55 AMG Avantgarde
Renault,Black, 2700VA,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,513.0,null,36900,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe,2700VA,RENAULT ALPINE 2700VA
Alfa Romeo,Black, 2000 Bertone,Coupé,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,130,515.0,schwarz,18400,GTV,null,4,Schaltgetriebe,2000 Bertone,ALFA ROMEO GTV 2000 Bertone
Mercedes-Benz,Black,,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1991,Benzin,320,516.0,schwarz,55300,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Lamborghini,Black,Gallardo LP570-4 Coupé SL,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2011,Benzin,570,517.0,schwarz,19300,GALLARDO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL
Other,Black,Ibiza 1.9 TDI FR,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,518.0,anthrazit,132200,IBIZA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR
Audi,Black, Spyder 5.2,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,4,2010,Benzin,525,520.0,schwarz,37000,R8,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,R8 Spyder 5.2,AUDI R8 Spyder 5.2
Mercedes-Benz,Black, SE,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,521.0,grau,156300,500,"""""""Ab MFK""""""",5,Automat,500 SE,MERCEDES-BENZ 500 SE
Jeep,Black, 5.2 Ltd.,SUV / Geländewagen,5213,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,522.0,beige,133500,Grand Cherokee,"""""""Ab MFK""""""",5,Automat,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.
BMW,Black,,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,525.0,schwarz,15300,M5,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
Mercedes-Benz,Blue,SL 250 Pagode,Cabriolet,2496,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1967,Benzin,150,53.0,beige,47700,null,"""""""Ab MFK""""""",2,Schaltgetriebe,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode
Lamborghini,Black,Murciélago LP640-4 Cpé,Coupé,6496,Porrentruy,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,4,2011,Benzin,641,530.0,schwarz,7890,MURCIÉLAGO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé
BMW,Black, 4.4i,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,5,2003,Benzin,286,531.0,grau,66800,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
Audi,Black, 4.2 quattro,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,532.0,schwarz,49300,S8,"""""""Ab MFK""""""",5,Automatik-Getriebe,S8 4.2 quattro,AUDI S8 4.2 quattro
BMW,Black,Ci,Cabriolet,2979,Zuzwil,237 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,5,2001,Benzin,231,535.0,schwarz,65300,330,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,330Ci,BMW 330Ci
Rolls-Royce,Black, II Coupé,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,539.0,braun,32000,CORNICHE,null,4,null,II Coupé,ROLLS-ROYCE CORNICHE II Coupé
Land Rover,Blue,Range Rover Sport 4.2 V8 SC,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,54.0,schwarz,49900,RANGE ROVER SPORT,null,5,Automat,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC
Mercedes-Benz,Black,,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,525,542.0,beige,69200,CLS 63 AMG,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
BMW,Black,,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1987,Benzin,195,543.0,schwarz,88000,M3,null,4,Schaltgetriebe manuell,M3,BMW M3
Mercedes-Benz,Black,,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,11,2003,Benzin,500,544.0,schwarz,41100,CL 600,"""""""Ab MFK""""""",4,Automat,CL 600,MERCEDES-BENZ CL 600
Daimler,Black, 4.0,Limousine,3996,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,4,Hinterradantrieb,5,1998,Benzin,284,545.0,beige,100,V8,"""""""Ab MFK""""""",5,Automat,V8 4.0,DAIMLER V8 4.0
BMW,Black,i Touring,Kombi,2793,Zuzwil,230 g/km,Occasion,G,9.7 l/100km,5,Hinterradantrieb,4,1997,Benzin,193,547.0,schwarz,38000,528,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,528i Touring,BMW 528i Touring
Bentley,Black,Continental R Coupé,Coupé,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1994,Benzin,360,549.0,beige,60000,CONTINENTAL,"""""""Ab MFK""""""",4,Automat,Continental R Coupé,BENTLEY Continental R Coupé
Lamborghini,Blue,Murciélago LP640-4 Cpé,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,3,2007,Benzin,641,55.0,schwarz,33000,MURCIÉLAGO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé
Mercedes-Benz,Black,,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1992,Benzin,320,550.0,schwarz,129700,SL 500,"""""""Ab MFK""""""",0,Automat,SL 500,MERCEDES-BENZ SL 500
Audi,Black, Avant 4.2 V8 quattro,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,553.0,schwarz,117400,RS4,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro
Mercedes-Benz,Black,,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,558.0,schwarz,7400,E 63 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,E 63 AMG,MERCEDES-BENZ E 63 AMG
Porsche,Black, Carrera 4,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Allrad,5,1999,Benzin,300,559.0,blau,77800,911,"""""""Ab MFK""""""",4,Automatik-Getriebe,911 Carrera 4,PORSCHE 911 Carrera 4
Audi,Blue, Avant quattro,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,56.0,weiss,50000,RS4,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,RS4 Avant quattro,AUDI RS4 Avant quattro
Mercedes-Benz,Black,,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,394,560.0,beige,75200,SL 600,"""""""Ab MFK""""""",0,Automat,SL 600,MERCEDES-BENZ SL 600
BMW,Black,i,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,561.0,schwarz,93000,540,"""""""Ab MFK""""""",5,Automatik-Getriebe,540i,BMW 540i
Trabant,Black,1300S Trabusa,Limousine,1299,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2009,Benzin,0,562.0,schwarz,999,null,"""""""Rennwagen""""""",0,Schaltgetriebe,1300S Trabusa,TRABANT 1300S Trabusa
Jaguar,Black, -Type III,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,564.0,schwarz,49200,E,"""""""Ab MFK""""""",2,Automat,E-Type III,JAGUAR E E-Type III
Lamborghini,Black,Aventador LP700-4 Rds,Cabriolet,6498,Zuzwil,370 g/km,Neu,G,16.0 l/100km,2,Allrad,3,2015,Benzin,700,565.0,schwarz,90,AVENTADOR,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",2,Automatisiertes Schaltgetriebe,Aventador LP700-4 Rds
Mercedes-Benz,Black,,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,3,2003,Benzin,500,566.0,schwarz,121900,S 55 AMG,"""""""Ab MFK""""""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
BMW,Black, 4.4i,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2000,Benzin,286,567.0,grau,3600,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
Renault,Blue,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1980,Benzin,150,57.0,mehrfarbig,108000,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Porsche,Black,Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,571.0,beige,114000,CAYENNE,"""""""Ab MFK""""""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
BMW,Black,i L,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,572.0,beige,94500,760,"""""""Ab MFK""""""",5,Automat sequentiell,760i L,BMW 760i L
Bentley,Black,Arnage Red Label,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,2,2000,Benzin,405,578.0,braun,111600,ARNAGE,"""""""Ab MFK""""""",5,Automat,Arnage Red Label,BENTLEY Arnage Red Label
Mercedes-Benz,Blue,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,600,58.0,schwarz,77700,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
BMW,Black,,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,5,2005,Benzin,503,585.0,weiss,21700,M5,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
Ford,Black,Escort 2.0i RS Cosworth,Limousine,1992,Zuzwil,null,Occasion,null,null,3,Allrad,4,1994,Benzin,220,587.0,mehrfarbig,11000,ESCORT,"""""""Ab MFK"""""," """"Tuning""""""",5,Schaltgetriebe manuell,Escort 2.0i RS Cosworth
Maserati,Black,Quattroporte 4.2 Sport GT,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,593.0,schwarz,58900,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT
Mercedes-Benz,Black,,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,6,2009,Benzin,525,594.0,schwarz,34500,E 63 AMG,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automatisiertes Schaltgetriebe,E 63 AMG
Mercedes-Benz,Black,,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,599.0,schwarz,49000,SL 55 AMG,"""""""Ab MFK""""""",2,Automat sequentiell,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Lamborghini,Blue,Diablo 5.7,Coupé,5707,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,492,60.0,mehrfarbig,49500,DIABLO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
Opel,Black,Frontera 3.2i V6 Limited,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,600.0,schwarz,153900,FRONTERA,null,5,Automatik-Getriebe,Frontera 3.2i V6 Limited,OPEL Frontera 3.2i V6 Limited
Aston Martin,Black, 4.3,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,601.0,schwarz,28800,V8 Vantage,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3
Alfa Romeo,Black,Spider 2.0,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,605.0,grau,69300,SPIDER,null,2,Schaltgetriebe manuell,Spider 2.0,ALFA ROMEO Spider 2.0
Aston Martin,Black, 4.3,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,1,2006,Benzin,385,606.0,braun,92500,V8 Vantage,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3
Mercedes-Benz,Black, Kompressor,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,197,607.0,schwarz,38700,SLK 230,"""""""Ab MFK""""""",2,Automatik-Getriebe,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor
Saab,Black, 2.0i-16 TS Aero,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,608.0,schwarz,134600,9-3,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,9-3 2.0i-16 TS Aero,SAAB 9-3 2.0i-16 TS Aero
Mercedes-Benz,Blue,,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,61.0,beige,59300,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Mercedes-Benz,Black,,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,1,2001,Benzin,299,612.0,null,27800,CL 500,"""""""Ab MFK""""""",4,Automat,CL 500,MERCEDES-BENZ CL 500
VW,Black,Phaeton 6.0 W12 4Motion,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,10,2002,Benzin,420,614.0,blau,50400,PHAETON,"""""""Ab MFK""""""",4,Automat sequentiell,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion
Lamborghini,Black,Diablo 5.7,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,2000,Benzin,492,615.0,schwarz,20600,DIABLO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
Porsche,Black, GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,619.0,schwarz,54100,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 GT2,PORSCHE 911 GT2
Porsche,Blue, GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,62.0,schwarz,61300,911,"""""""Ab MFK"""""," """"Tuning""""""",4,Schaltgetriebe manuell,911 GT2
Mercedes-Benz,Black,,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,623.0,schwarz,1500,S 500,"""""""Ab MFK""""""",5,Automat sequentiell,S 500,MERCEDES-BENZ S 500
Mercedes-Benz,Black,,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,624.0,schwarz,21300,CLS 500,"""""""Ab MFK""""""",4,Automat sequentiell,CLS 500,MERCEDES-BENZ CLS 500
Mercedes-Benz,Black,,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,625.0,schwarz,28100,G 63 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,G 63 AMG,MERCEDES-BENZ G 63 AMG
Mercedes-Benz,Black, L,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,626.0,grau,45600,S 63 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,S 63 AMG L,MERCEDES-BENZ S 63 AMG L
Lamborghini,Black,Gallardo Superleggera,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,6,2007,Benzin,530,630.0,schwarz,42000,GALLARDO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Gallardo Superleggera,LAMBORGHINI Gallardo Superleggera
Audi,Black, Coupé 4.2,Coupé,4163,Zuzwil,326 g/km,Neu,G,13.9 l/100km,2,Allrad,10,2007,Benzin,420,631.0,schwarz,500,R8,"""""""Ab MFK"""""," """"Tuning""""""",2,Automatik-Getriebe,R8 Coupé 4.2
Bentley,Black,Continental Supersports Conv.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,632.0,schwarz,20000,CONTINENTAL,null,2,Automat sequentiell,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.
BMW,Black,,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,633.0,schwarz,58300,M6,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M6,BMW M6
BMW,Black,Ci,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,6,2000,Benzin,170,635.0,schwarz,228000,323,"""""""Ab MFK""""""",4,Automatik-Getriebe,323Ci,BMW 323Ci
Mercedes-Benz,Black,,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,3,2005,Benzin,306,637.0,schwarz,66100,CLS 500,"""""""Ab MFK""""""",4,Automat sequentiell,CLS 500,MERCEDES-BENZ CLS 500
Mercedes-Benz,Black,,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,638.0,schwarz,56500,SL 500,"""""""Ab MFK""""""",0,Automat,SL 500,MERCEDES-BENZ SL 500
Bentley,Black,Continental GTC 6.0,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,640.0,mehrfarbig,50900,CONTINENTAL,"""""""Ab MFK""""""",4,Automat,Continental GTC 6.0,BENTLEY Continental GTC 6.0
Audi,Black, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,5,2008,Benzin,580,641.0,weiss,38500,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
BMW,Black,Ci,Coupé,2979,Zuzwil,218 g/km,Occasion,G,9.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,231,643.0,grau,79500,330,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,330Ci,BMW 330Ci
MG,Black, 6R4 Gruppe B,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,644.0,schwarz,2500,METRO,"""""""Ab MFK""""""",2,Schaltgetriebe,6R4 Gruppe B,MG METRO 6R4 Gruppe B
BMW,Black,,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,507,648.0,schwarz,48000,M6,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M6,BMW M6
Maserati,Black,Quattroporte 4.2,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2007,Benzin,400,649.0,schwarz,21500,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
BMW,Black,d,Limousine,2993,Zuzwil,210 g/km,Occasion,G,7.9 l/100km,4,Hinterradantrieb,11,2007,Diesel,231,655.0,beige,62000,730,"""""""Ab MFK""""""",5,Automat sequentiell,730d,BMW 730d
Renault,Black, 1300,Coupé,1288,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1973,Benzin,0,657.0,null,85000,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,1300,RENAULT Alpine A110 1300
Porsche,Black, GT3,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,658.0,schwarz,29800,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 GT3,PORSCHE 911 GT3
Mercedes-Benz,Black,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,659.0,beige,13900,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Yes!,Black,Roadster 3.2,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,661.0,schwarz,9400,null,"""""""Ab MFK""""""",2,Schaltgetriebe,Roadster 3.2,YES! Roadster 3.2
Porsche,Black, Carrera,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,662.0,braun,108500,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera,PORSCHE 911 Carrera
Ferrari,Black, Modena Berlinetta,Coupé,3586,Zuzwil,440 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,400,664.0,blau,26200,F360,"""""""Ab MFK""""""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
Aston Martin,Black, Shooting Brake,Kombi,5340,Safenwil,null,Occasion,null,null,4,Hinterradantrieb,3,1987,Benzin,300,666.0,grau,39000,LAGONDA,"""""""Ab MFK""""""",4,Automatik-Getriebe,Shooting Brake,ASTON MARTIN LAGONDA Shooting Brake
Mercedes-Benz,Black,,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,667.0,anthrazit,20500,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Audi,Black, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,668.0,schwarz,91100,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Bentley,Black,Continental FlyingSpur6.0,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,2,2007,Benzin,560,670.0,schwarz,28000,CONTINENTAL,"""""""Ab MFK""""""",5,Automat sequentiell,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0
Rolls-Royce,Black, Mk. I,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1983,Benzin,201,671.0,mehrfarbig,99300,Silver Spirit,"""""""Ab MFK""""""",5,Automatik-Getriebe,Mk. I,ROLLS-ROYCE Silver Spirit Mk. I
Audi,Black, 3.7,Limousine,3695,Zuzwil,314 g/km,Occasion,null,13.3 l/100km,4,Vorderradantrieb,6,1999,Benzin,230,677.0,blau,19900,A8,"""""""Ab MFK""""""",5,Automat,A8 3.7,AUDI A8 3.7
Audi,Black, Avant 4.2 FSI quattro,Kombi,4163,Zuzwil,249 g/km,Occasion,G,10.7 l/100km,5,Allrad,3,2013,Benzin,450,679.0,mehrfarbig,34200,RS4,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automatisiertes Schaltgetriebe,RS4 Avant 4.2 FSI quattro
Renault,Blue, 1600 SX,Coupé,1635,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1976,Benzin,120,68.0,schwarz,60000,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,1600 SX,RENAULT Alpine A110 1600 SX
Mercedes-Benz,Black, FAB DESIGN,Coupé,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,8,2008,Benzin,525,680.0,schwarz,35800,CL 63 AMG,"""""""Ab MFK""""""",4,Automat sequentiell,CL 63 AMG FAB DESIGN,MERCEDES-BENZ CL 63 AMG FAB DESIGN
